Est Number,Premise Name,Premise Address,Inspection Type,Score,Inspection Date,Violation List,Followup Required,Opening Date,lat,lng
32311,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,2,100,4/18/2014,,NO,4/26/2013,38.1369793,-84.5329654
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,1,99,2/11/2014,19,NO,5/23/2001,38.0174137,-84.4150526
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,1,100,8/8/2014,,NO,5/23/2001,38.0174137,-84.4150526
63381,REGAL CINEMAS # 16,1949 STARSHOOT,1,97,12/20/2013,13,YES,12/15/1999,38.0252189,-84.42031
63381,REGAL CINEMAS # 16,1949 STARSHOOT,2,100,1/7/2014,,NO,12/15/1999,38.0252189,-84.42031
63381,REGAL CINEMAS # 16,1949 STARSHOOT,1,99,6/4/2014,19,NO,12/15/1999,38.0252189,-84.42031
44178,RESIDENCE INN,1080 NEWTOWN PIKE,1,100,1/21/2014,,NO,4/8/1991,38.0773132,-84.4929176
44178,RESIDENCE INN,1080 NEWTOWN PIKE,1,100,7/9/2014,,NO,4/8/1991,38.0773132,-84.4929176
75216,RICHIE'S RESTAURANT,325 ROOSEVELT BLVD.,1,95,3/6/2014,  19  26  30  31,NO,6/9/2010,38.0679657,-84.5043911
32219,RICHMOND PLACE,3051 RIO DOSA DRIVE,1,100,12/23/2013,,NO,4/14/1995,38.006123,-84.4417315
32219,RICHMOND PLACE,3051 RIO DOSA DRIVE,1,99,6/26/2014,19,NO,4/14/1995,38.006123,-84.4417315
30982,RICHMOND PLACE REHAB & HEALTH,2770 PALUMBO DR,1,100,2/25/2014,,NO,8/6/1997,38.007142,-84.43732
30982,RICHMOND PLACE REHAB & HEALTH,2770 PALUMBO DR,1,99,9/3/2014,30,NO,8/6/1997,38.007142,-84.43732
30982,RICHMOND PLACE REHAB & HEALTH,2770 PALUMBO DR,1,99,9/3/2014,30,NO,8/6/1997,38.007142,-84.43732
30891,RIDGE BEHAVIORAL HEALTH,3050 RIO DOSA DR,1,100,12/23/2013,,NO,7/12/1988,38.004533,-84.442675
30891,RIDGE BEHAVIORAL HEALTH,3050 RIO DOSA DR,1,100,6/25/2014,,NO,7/12/1988,38.004533,-84.442675
30868,RINCON MEXICANO,818 EUCLID AVE,1,76,10/14/2013,   1   4   8  11  15  19  23  29  31  32  33,YES,12/30/1991,38.029827,-84.4910244
30868,RINCON MEXICANO,818 EUCLID AVE,1,100,10/25/2013,,NO,12/30/1991,38.029827,-84.4910244
30868,RINCON MEXICANO,818 EUCLID AVE,1,98,4/21/2014,  19  32,NO,12/30/1991,38.029827,-84.4910244
84947,RINCON MEXICANO RESTAURANT,3901 HARRODSBURG RD SUITE 180,1,90,4/1/2014,   6   8  11  15,NO,12/17/2009,38.0025992,-84.5753074
84947,RINCON MEXICANO RESTAURANT,3901 HARRODSBURG RD SUITE 180,2,95,4/1/2014,   6   8  15,NO,12/17/2009,38.0025992,-84.5753074
35972,RJ'S CYCLES & DELI,6421 ATHENS-BOONESBORO ROAD,1,96,2/20/2014,  18  19  34,NO,7/18/2013,37.9492819,-84.363395
35972,RJ'S CYCLES & DELI,6421 ATHENS-BOONESBORO ROAD,1,85,9/9/2014,   1  12  15  17  19  30  34,YES,7/18/2013,37.9492819,-84.363395
68195,ROLY POLY,3191 BEAUMONT CTR CIR STE 160,1,100,11/22/2013,,NO,8/5/2002,38.0206813,-84.5590787
68195,ROLY POLY,3191 BEAUMONT CTR CIR STE 160,1,93,6/2/2014,  12  13  15  18,YES,8/5/2002,38.0206813,-84.5590787
68195,ROLY POLY,3191 BEAUMONT CTR CIR STE 160,2,96,6/13/2014,   6  15  18,NO,8/5/2002,38.0206813,-84.5590787
68195,ROLY POLY,3191 BEAUMONT CTR CIR STE 160,2,92,6/13/2014,   6  15  18  33,NO,8/5/2002,38.0206813,-84.5590787
56865,RONALD MCDONALD HOUSE,550 COOPER DRIVE,1,100,11/8/2013,,NO,1/8/1997,38.0251584,-84.5000607
56865,RONALD MCDONALD HOUSE,550 COOPER DRIVE,1,100,5/13/2014,,NO,1/8/1997,38.0251584,-84.5000607
94860,ROOD & RIDDLE EQUINE HOSPITAL,2150 GEORGETOWN RD,1,100,9/5/2014,,NO,3/14/2014,38.0930858,-84.5124757
58509,ROSA PARKS ELEMENTARY,1251 BEAUMONT CTR LN,1,100,10/22/2013,,NO,8/25/1997,38.024534,-84.565078
58509,ROSA PARKS ELEMENTARY,1251 BEAUMONT CTR LN,1,98,4/22/2014,  20  31,NO,8/25/1997,38.024534,-84.565078
31695,ROSE & JIM'S,2461 GEORGETOWN RD,1,99,2/13/2014,19,NO,10/18/2010,38.101332,-84.516384
31695,ROSE & JIM'S,2461 GEORGETOWN RD,1,100,9/9/2014,,NO,10/18/2010,38.101332,-84.516384
30818,"ROSE BUD, THE",121 NORTH MILL STREET,1,96,3/10/2014,   9  30  31,NO,1/16/1991,38.0485688,-84.4985481
32224,ROSE MANOR,3057 N. CLEVELAND ROAD,1,100,2/11/2014,,NO,7/27/1988,38.031255,-84.356849
32224,ROSE MANOR,3057 N. CLEVELAND ROAD,1,74,2/19/2014,   1  15  16  17  18  19  20  23  26  30  31  32  33  34,YES,7/27/1988,38.031255,-84.356849
32224,ROSE MANOR,3057 N. CLEVELAND ROAD,1,100,8/19/2014,,NO,7/27/1988,38.031255,-84.356849
43235,RUBY JEAN'S,450 SOUTHLAND DRIVE STE B,1,100,6/25/2014,,NO,6/25/2014,38.019103,-84.528447
43235,RUBY JEAN'S,450 SOUTHLAND DRIVE STE B,1,99,8/6/2014,23,NO,6/25/2014,38.019103,-84.528447
32230,RUSSELL CAVE ELEMENTARY,3375 RUSSELL CAVE RD,1,97,2/19/2014,   8  18,NO,7/27/1988,38.120612,-84.446281
31724,S & S OUTPOST,6888 RUSSELL CAVE RD.,1,99,11/21/2013,18,NO,3/8/2011,38.195207,-84.397398
31724,S & S OUTPOST,6888 RUSSELL CAVE RD.,1,98,6/17/2014,  18  31,NO,3/8/2011,38.195207,-84.397398
83561,"S.E.C., THE",4379 OLD HARRODSBURG RD #110,1,95,11/5/2013,  15  33,NO,10/11/2012,37.996863,-84.585189
83561,"S.E.C., THE",4379 OLD HARRODSBURG RD #110,2,99,11/5/2013,15,NO,10/11/2012,37.996863,-84.585189
83561,"S.E.C., THE",4379 OLD HARRODSBURG RD #110,1,97,5/27/2014,  15  19  31,NO,10/11/2012,37.996863,-84.585189
31023,SABIO RESTAURANT,380 SOUTH MILL STREET,1,100,12/9/2013,,NO,4/11/2012,38.0449781,-84.5026203
31023,SABIO RESTAURANT,380 SOUTH MILL STREET,1,100,3/11/2014,,NO,4/11/2012,38.0449781,-84.5026203
33076,SABOR LATINO PUPUSAS,1205 VERSAILLES ROAD,1,79,5/23/2014,   8  11  12  13  15  17  18  29  31,NO,12/22/2013,38.050284,-84.519466
33076,SABOR LATINO PUPUSAS,1205 VERSAILLES ROAD,2,91,5/23/2014,   8  12  15  18  29  31,NO,12/22/2013,38.050284,-84.519466
65100,SAHARA MEDITERRANEAN CUISINE,"3061 FIELDSTONE WAY, STE. 1200",1,97,12/18/2013,   8  15,NO,1/25/2005,38.0142934,-84.5569831
65100,SAHARA MEDITERRANEAN CUISINE,"3061 FIELDSTONE WAY, STE. 1200",1,100,9/11/2014,,NO,1/25/2005,38.0142934,-84.5569831
65100,SAHARA MEDITERRANEAN CUISINE,"3061 FIELDSTONE WAY, STE. 1200",1,100,9/11/2014,,NO,1/25/2005,38.0142934,-84.5569831
69006,SAL'S ITALIAN CHOPHOUSE,3373 TATES CREEK ROAD,1,98,1/9/2014,26,NO,4/3/2007,37.9937863,-84.4953679
69006,SAL'S ITALIAN CHOPHOUSE,3373 TATES CREEK ROAD,1,99,7/29/2014,20,NO,4/3/2007,37.9937863,-84.4953679
95504,SALSARITA'S LEXINGTON,"2380 NORMAN LANE, STE K10",1,100,6/11/2014,,NO,6/11/2014,38.004547,-84.519626
95504,SALSARITA'S LEXINGTON,"2380 NORMAN LANE, STE K10",1,100,7/11/2014,,NO,6/11/2014,38.004547,-84.519626
32239,SALVATION ARMY SHELTER,736 W MAIN ST,1,90,12/3/2013,   1  15  19  30  32  34,NO,7/10/1992,38.0527742,-84.5052333
32239,SALVATION ARMY SHELTER,736 W MAIN ST,2,94,12/3/2013,  15  19  30  32  34,NO,7/10/1992,38.0527742,-84.5052333
32239,SALVATION ARMY SHELTER,736 W MAIN ST,1,98,6/26/2014,  19  31,NO,7/10/1992,38.0527742,-84.5052333
32977,SAMMY'S GROCERY AND DELI,561 BRECKINRIDGE,1,100,3/14/2014,,NO,9/22/2010,38.047707,-84.476455
32977,SAMMY'S GROCERY AND DELI,561 BRECKINRIDGE,1,100,8/13/2014,,NO,9/22/2010,38.047707,-84.476455
45117,SAM'S CLUB #8188,1063 NEW CIRCLE RD,1,99,12/27/2013,23,NO,1/17/1992,38.075231,-84.5017781
45117,SAM'S CLUB #8188,1063 NEW CIRCLE RD,1,98,6/20/2014,  19  20,NO,1/17/1992,38.075231,-84.5017781
76398,SAM'S HOT DOGS,105 N. LIMESTONE,1,93,3/27/2014,  18  30  31  33,NO,6/28/2008,38.0466307,-84.496877
76398,SAM'S HOT DOGS,105 N. LIMESTONE,2,97,3/27/2014,  18  30  31,NO,6/28/2008,38.0466307,-84.496877
81811,SANDERSVILLE ELEMENTARY SCHOOL,3025 SANDERSVILLE RD,1,96,10/29/2013,17,YES,8/7/2008,38.1033759,-84.5377389
81811,SANDERSVILLE ELEMENTARY SCHOOL,3025 SANDERSVILLE RD,2,100,10/31/2013,,NO,8/7/2008,38.1033759,-84.5377389
81811,SANDERSVILLE ELEMENTARY SCHOOL,3025 SANDERSVILLE RD,1,97,3/26/2014,  26  31,NO,8/7/2008,38.1033759,-84.5377389
31114,SARAH'S CORNER CAFE,4300 WINCHESTER RD,1,100,11/8/2013,,NO,5/22/2009,38.02916,-84.3561
31114,SARAH'S CORNER CAFE,4300 WINCHESTER RD,1,99,4/30/2014,15,NO,5/22/2009,38.02916,-84.3561
33579,SARAH'S CORNER CAFE,720 HENRY CLAY BLVD.,1,100,8/12/2014,,NO,8/12/2014,38.037801,-84.4650096
43189,SARKU JAPANESE,"3401 NICHOLASVILLE RD, SP#FC-5",1,93,11/22/2013,  11  18  19,NO,10/21/2009,38.0405837,-84.5037164
43189,SARKU JAPANESE,"3401 NICHOLASVILLE RD, SP#FC-5",2,98,11/22/2013,  18  19,NO,10/21/2009,38.0405837,-84.5037164
43189,SARKU JAPANESE,"3401 NICHOLASVILLE RD, SP#FC-5",1,99,5/14/2014,18,NO,10/21/2009,38.0405837,-84.5037164
63963,SAUL GOOD RESTAURANT & PUB,1808 ALYSHEBA WAY,1,94,12/27/2013,   3  32,NO,4/1/2010,38.0168324,-84.4202085
63963,SAUL GOOD RESTAURANT & PUB,1808 ALYSHEBA WAY,2,99,12/27/2013,32,NO,4/1/2010,38.0168324,-84.4202085
63963,SAUL GOOD RESTAURANT & PUB,1808 ALYSHEBA WAY,1,98,6/19/2014,  15  20,NO,4/1/2010,38.0168324,-84.4202085
93630,SAUL GOOD RESTAURANT / PUB #3,123 N BROADWAY,1,97,1/27/2014,   5  20,NO,9/4/2013,38.049436,-84.4995926
80011,SAUL GOOD RESTAURANT AND PUB,"3801 MALL ROAD, SUITE 120",1,97,12/11/2013,   9  19,NO,2/22/2008,37.9845174,-84.531329
80011,SAUL GOOD RESTAURANT AND PUB,"3801 MALL ROAD, SUITE 120",1,96,6/2/2014,   8  15  31,NO,2/22/2008,37.9845174,-84.531329
67154,SAUTE CAFE # 1,1165 CENTRE PARKWAY #285,1,99,3/19/2014,20,NO,1/21/2007,37.98219,-84.482466
33451,SAVE A LOT - SOUTHLAND,398 SOUTHLAND DR,1,99,12/19/2013,18,NO,9/30/2010,38.017703,-84.527021
33451,SAVE A LOT - SOUTHLAND,398 SOUTHLAND DR,1,98,6/7/2014,12,NO,9/30/2010,38.017703,-84.527021
89799,SAV'S CHILL,289 S LIMESTONE ST,1,100,5/20/2014,,NO,7/20/2012,38.0436369,-84.501409
78680,SAV'S GRILL,304 S LIMESTONE,1,89,1/16/2014,   9  12  17  26  30,NO,9/19/2008,38.04307,-84.501368
78680,SAV'S GRILL,304 S LIMESTONE,2,93,1/16/2014,   9  12  26  30,NO,9/19/2008,38.04307,-84.501368
78680,SAV'S GRILL,304 S LIMESTONE,1,99,7/30/2014,30,NO,9/19/2008,38.04307,-84.501368
30890,SAWYER'S BAR & GRILL,325 W MAIN ST,1,94,12/13/2013,  17  30  32,NO,1/3/1995,38.0487291,-84.49936
30890,SAWYER'S BAR & GRILL,325 W MAIN ST,2,98,12/13/2013,  30  32,NO,1/3/1995,38.0487291,-84.49936
30890,SAWYER'S BAR & GRILL,325 W MAIN ST,1,97,6/30/2014,  12  19,NO,1/3/1995,38.0487291,-84.49936
32246,SAYRE CHRISTIAN VILLAGE,3816 CAMELOT DR,1,100,11/26/2013,,NO,7/27/1988,37.975131,-84.5064639
32246,SAYRE CHRISTIAN VILLAGE,3816 CAMELOT DR,1,95,11/26/2013,  17  20,NO,7/27/1988,37.975131,-84.5064639
32246,SAYRE CHRISTIAN VILLAGE,3816 CAMELOT DR,2,99,11/26/2013,20,NO,7/27/1988,37.975131,-84.5064639
32246,SAYRE CHRISTIAN VILLAGE,3816 CAMELOT DR,1,100,6/3/2014,,NO,7/27/1988,37.975131,-84.5064639
32242,SAYRE HEALTHCARE CENTER,3775 BELLEAU WOOD DR.,1,100,4/4/2014,,NO,7/27/1988,37.9729059,-84.505461
32242,SAYRE HEALTHCARE CENTER,3775 BELLEAU WOOD DR.,1,100,6/3/2014,,NO,7/27/1988,37.9729059,-84.505461
32244,SAYRE SCHOOL CAFETERIA,194 N LIMESTONE ST,1,100,10/24/2013,,NO,7/27/1988,38.0477579,-84.493826
32244,SAYRE SCHOOL CAFETERIA,194 N LIMESTONE ST,1,91,4/10/2014,   1  15  17,NO,7/27/1988,38.0477579,-84.493826
32244,SAYRE SCHOOL CAFETERIA,194 N LIMESTONE ST,2,99,4/10/2014,15,NO,7/27/1988,38.0477579,-84.493826
43118,SBARRO'S ITALIAN EATERY, FAYETTE MALL,1,96,11/13/2013,  12  15  18,NO,11/1/1990,37.987415,-84.531235
43118,SBARRO'S ITALIAN EATERY, FAYETTE MALL,1,88,5/6/2014,  11  12  13  15  19,YES,11/1/1990,37.987415,-84.531235
43118,SBARRO'S ITALIAN EATERY, FAYETTE MALL,2,98,5/20/2014,  15  19,NO,11/1/1990,37.987415,-84.531235
65273,SCAPA AT LAFAYETTE,400 LAFAYETTE AVE,1,100,2/25/2014,,NO,1/3/2001,38.0318954,-84.4930858
60886,SCHLOTZSKY'S DELI,117 W TIVERTON WAY,1,100,11/20/2013,,NO,8/14/1998,37.980973,-84.530054
60886,SCHLOTZSKY'S DELI,117 W TIVERTON WAY,1,100,5/15/2014,,NO,8/14/1998,37.980973,-84.530054
32293,SCHNEIDER ELECTRIC CANTEEN, @ SQUARE D COMPANY,1,99,1/27/2014,19,NO,7/27/1988,38.0147018,-84.4646605
32293,SCHNEIDER ELECTRIC CANTEEN, @ SQUARE D COMPANY,1,98,7/16/2014,  15  30,NO,7/27/1988,38.0147018,-84.4646605
82186,SCHOOL RESTAURANT,162 TODDS ROAD,1,98,3/31/2014,  18  30,NO,9/30/2008,38.0101033,-84.4526569
62923,SEASON'S CATERING & SPECIAL OCCASIONS,333 N ASHLAND AVE,1,96,11/11/2013,17,YES,10/4/2007,38.03967,-84.478342
62923,SEASON'S CATERING & SPECIAL OCCASIONS,333 N ASHLAND AVE,1,100,12/11/2013,,NO,10/4/2007,38.03967,-84.478342
62923,SEASON'S CATERING & SPECIAL OCCASIONS,333 N ASHLAND AVE,1,100,6/25/2014,,NO,10/4/2007,38.03967,-84.478342
86709,SECOND FLOOR CLUB SERVICE BAR,4201 VERSAILLES RD,1,100,10/8/2013,,NO,10/20/2010,38.0469517,-84.6062404
86709,SECOND FLOOR CLUB SERVICE BAR,4201 VERSAILLES RD,1,95,4/9/2014,11,NO,10/20/2010,38.0469517,-84.6062404
86709,SECOND FLOOR CLUB SERVICE BAR,4201 VERSAILLES RD,2,100,4/9/2014,,NO,10/20/2010,38.0469517,-84.6062404
69423,SECOND PRESBYTERIAN CHURCH,460 E. MAIN STREET,1,100,12/20/2013,,NO,3/27/2003,38.039627,-84.490577
69423,SECOND PRESBYTERIAN CHURCH,460 E. MAIN STREET,1,100,6/24/2014,,NO,3/27/2003,38.039627,-84.490577
49634,SEKI JAPANESE RESTAURANT,1093 S BROADWAY,1,96,11/26/2013,  15  16  31,NO,1/25/2010,38.0377,-84.518621
49634,SEKI JAPANESE RESTAURANT,1093 S BROADWAY,1,90,6/5/2014,  11  12  16  32,NO,1/25/2010,38.0377,-84.518621
49634,SEKI JAPANESE RESTAURANT,1093 S BROADWAY,2,95,6/5/2014,  12  16  32,NO,1/25/2010,38.0377,-84.518621
77811,"SELMA'S CATERING, LLC","1500 BULL LEA ROAD, STE. 130",1,99,11/22/2013,19,NO,3/22/2007,38.08772,-84.491493
77811,"SELMA'S CATERING, LLC","1500 BULL LEA ROAD, STE. 130",1,98,5/19/2014,  15  19,NO,3/22/2007,38.08772,-84.491493
90674,SHAKESPEARE AND CO DOWNTOWN LEX LLC,367 W SHORT ST,1,97,12/26/2013,  16  20,NO,5/18/2012,38.0494954,-84.498799
90674,SHAKESPEARE AND CO DOWNTOWN LEX LLC,367 W SHORT ST,1,96,6/30/2014,   8  15  19,NO,5/18/2012,38.0494954,-84.498799
57760,SHAKESPEARE AND CO.,1060 CHINOE RD #104,1,100,7/2/2014,,NO,6/30/2014,37.9974652,-84.4791425
49872,SHAMROCK BAR & GRILL,4750 HARTLAND PARKWAY #128,1,100,10/31/2013,,NO,11/30/1993,37.962027,-84.479533
49872,SHAMROCK BAR & GRILL,4750 HARTLAND PARKWAY #128,1,98,4/28/2014,  30  31,NO,11/30/1993,37.962027,-84.479533
72294,SHANGHAI BISTRO,4101 TATES CREEK CTRE #7,1,96,1/3/2014,   8  12,NO,3/2/2005,37.9717982,-84.4982626
72294,SHANGHAI BISTRO,4101 TATES CREEK CTRE #7,1,99,7/10/2014,15,NO,3/2/2005,37.9717982,-84.4982626
81478,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",1,94,12/30/2013,   6   8  18  31,NO,6/30/2008,38.0393222,-84.4269736
81478,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",1,94,12/30/2013,   6   8  18  31,NO,6/30/2008,38.0393222,-84.4269736
81478,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",1,94,12/30/2013,   6   8  18  31,NO,6/30/2008,38.0393222,-84.4269736
81478,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",1,99,6/20/2014,15,NO,6/30/2008,38.0393222,-84.4269736
31046,SHAW'S CHILD CARE,2813 SNOW ROAD,1,100,1/30/2014,,NO,11/20/1995,37.994207,-84.458059
31046,SHAW'S CHILD CARE,2813 SNOW ROAD,1,100,7/21/2014,,NO,11/20/1995,37.994207,-84.458059
87579,"SHE BAKES CAKES, LLC",820 LANE ALLEN RD #148,1,100,10/24/2013,,NO,2/2/2011,38.0281191,-84.5405289
87579,"SHE BAKES CAKES, LLC",820 LANE ALLEN RD #148,1,100,4/28/2014,,NO,2/2/2011,38.0281191,-84.5405289
72018,SHELL,109 TOWN CENTER DRIVE,2,99,10/2/2013,19,NO,12/8/2004,38.08409,-84.4889481
72018,SHELL,109 TOWN CENTER DRIVE,1,99,4/10/2014,19,NO,12/8/2004,38.08409,-84.4889481
72018,SHELL,109 TOWN CENTER DRIVE,1,99,4/10/2014,19,NO,12/8/2004,38.08409,-84.4889481
60153,SHELL - EXIT 104,5521 ATHENS-BOONESBORO ROAD,1,99,12/23/2013,30,NO,5/13/1998,37.962226,-84.3868509
60153,SHELL - EXIT 104,5521 ATHENS-BOONESBORO ROAD,1,98,6/16/2014,  19  30,NO,5/13/1998,37.962226,-84.3868509
35891,SHELL - HARRODSBURG ROAD,1998 HARRODSBURG ROAD,1,97,10/7/2013,13,NO,9/13/1988,38.026582,-84.534222
35891,SHELL - HARRODSBURG ROAD,1998 HARRODSBURG ROAD,1,100,10/18/2013,,NO,9/13/1988,38.026582,-84.534222
35891,SHELL - HARRODSBURG ROAD,1998 HARRODSBURG ROAD,1,85,4/16/2014,   1   5  13  16  19  31  34,YES,9/13/1988,38.026582,-84.534222
35891,SHELL - HARRODSBURG ROAD,1998 HARRODSBURG ROAD,1,96,4/29/2014,  19  29  31,NO,9/13/1988,38.026582,-84.534222
62328,SHELL - MARKET PLACE,4096 NICHOLS PARK DR,1,87,11/22/2013,   1  13  19  20  26  30  32,YES,5/27/1999,37.9780388,-84.5331513
62328,SHELL - MARKET PLACE,4096 NICHOLS PARK DR,2,99,12/2/2013,30,NO,5/27/1999,37.9780388,-84.5331513
62328,SHELL - MARKET PLACE,4096 NICHOLS PARK DR,1,100,5/15/2014,,NO,5/27/1999,37.9780388,-84.5331513
50438,SHELL - MIST LAKE,3110 RICHMOND ROAD,1,96,1/10/2014,  12  19  32,NO,4/4/1994,38.002319,-84.4478029
50438,SHELL - MIST LAKE,3110 RICHMOND ROAD,1,98,4/10/2014,  15  19,NO,4/4/1994,38.002319,-84.4478029
50631,SHELL - NEWTOWN PIKE,1070 NEWTOWN PIKE,1,98,10/15/2013,26,NO,9/7/1995,38.076804,-84.493604
50631,SHELL - NEWTOWN PIKE,1070 NEWTOWN PIKE,2,98,10/15/2013,26,NO,9/7/1995,38.076804,-84.493604
50631,SHELL - NEWTOWN PIKE,1070 NEWTOWN PIKE,1,98,4/9/2014,  15  20,NO,9/7/1995,38.076804,-84.493604
31497,SHELL - NORTH BROADWAY,176 NEW CIRCLE RD,1,100,12/16/2013,,NO,11/9/1992,38.0671139,-84.472927
31497,SHELL - NORTH BROADWAY,176 NEW CIRCLE RD,1,100,5/21/2014,,NO,11/9/1992,38.0671139,-84.472927
32994,SHELL - RUSSELL CAVE SHELL,435 W NEW CIRCLE ROAD,1,95,1/13/2014,  13  20  30,NO,8/1/1988,38.071772,-84.477487
32994,SHELL - RUSSELL CAVE SHELL,435 W NEW CIRCLE ROAD,1,96,7/23/2014,   2  19  26,NO,8/1/1988,38.071772,-84.477487
62111,SHELL - SOUTH LIMESTONE,905 S LIMESTONE ST,1,99,2/24/2014,20,NO,4/19/1999,38.0321159,-84.5093107
62111,SHELL - SOUTH LIMESTONE,905 S LIMESTONE ST,2,99,2/24/2014,20,NO,4/19/1999,38.0321159,-84.5093107
62111,SHELL - SOUTH LIMESTONE,905 S LIMESTONE ST,1,98,8/11/2014,  20  32,NO,4/19/1999,38.0321159,-84.5093107
48825,SHELL - TATES CREEK SOUTH,4201 SARON DRIVE,1,98,11/25/2013,12,NO,5/26/1993,37.967448,-84.5026369
48825,SHELL - TATES CREEK SOUTH,4201 SARON DRIVE,1,97,5/22/2014,   5  19,NO,5/26/1993,37.967448,-84.5026369
34103,SHELL - VERSAILLES ROAD,2300 VERSAILLES RD,1,100,1/30/2014,,NO,9/12/1994,38.046406,-84.55235
34103,SHELL - VERSAILLES ROAD,2300 VERSAILLES RD,1,95,7/31/2014,   5  20  26,NO,9/12/1994,38.046406,-84.55235
64622,SHELL - VIRGINIA AVENUE,900 SOUTH BROADWAY,2,97,9/30/2013,13,YES,8/25/2000,38.0394107,-84.514289
64622,SHELL - VIRGINIA AVENUE,900 SOUTH BROADWAY,2,100,10/1/2013,,NO,8/25/2000,38.0394107,-84.514289
64622,SHELL - VIRGINIA AVENUE,900 SOUTH BROADWAY,1,94,2/28/2014,   5  19  26  30,NO,8/25/2000,38.0394107,-84.514289
64622,SHELL - VIRGINIA AVENUE,900 SOUTH BROADWAY,1,99,8/13/2014,32,NO,8/25/2000,38.0394107,-84.514289
62827,SHELL FOOD MART,2420 RICHMOND ROAD,1,95,3/11/2014,   2  19  27  32,NO,8/24/1999,38.013791,-84.460422
62827,SHELL FOOD MART,2420 RICHMOND ROAD,1,99,9/11/2014,15,NO,8/24/1999,38.013791,-84.460422
42078,SHELL FOOD MART- PALOMAR CTR,3792 HARRODSBURG RD LOT #600,1,95,12/13/2013,  13  30  32,NO,4/12/1996,38.0021686,-84.5712677
42078,SHELL FOOD MART- PALOMAR CTR,3792 HARRODSBURG RD LOT #600,2,98,12/13/2013,  30  32,NO,4/12/1996,38.0021686,-84.5712677
42078,SHELL FOOD MART- PALOMAR CTR,3792 HARRODSBURG RD LOT #600,1,96,6/27/2014,  27  34,NO,4/12/1996,38.0021686,-84.5712677
72691,SHELL FOODMART,6400 POLO CLUB BLVD.,1,98,12/20/2013,  19  20,NO,10/27/2009,38.0246438,-84.404566
72691,SHELL FOODMART,6400 POLO CLUB BLVD.,1,92,6/5/2014,  16  17  19  20,YES,10/27/2009,38.0246438,-84.404566
72691,SHELL FOODMART,6400 POLO CLUB BLVD.,1,92,6/5/2014,  16  17  19  20,YES,10/27/2009,38.0246438,-84.404566
31054,SHELL-ESTEPP'S FOOD MART DELI,1951 STANTON WAY,1,91,11/8/2013,   1   5  19  20  31,NO,7/13/1988,38.102804,-84.48411
31054,SHELL-ESTEPP'S FOOD MART DELI,1951 STANTON WAY,2,95,11/8/2013,   5  19  20  31,NO,7/13/1988,38.102804,-84.48411
31054,SHELL-ESTEPP'S FOOD MART DELI,1951 STANTON WAY,1,97,5/7/2014,  15  19  20,NO,7/13/1988,38.102804,-84.48411
31473,SHELL-PARIS PIKE SHELL,1949 NORTH BROADWAY,1,96,1/23/2014,  18  19  26,NO,11/25/2009,38.074598,-84.459298
31473,SHELL-PARIS PIKE SHELL,1949 NORTH BROADWAY,1,99,7/10/2014,31,NO,11/25/2009,38.074598,-84.459298
46898,SHELL-SOUTHLAND FOOD MART,1975 NICHOLASVILLE RD,1,96,1/13/2014,33,NO,7/8/1992,38.011831,-84.517088
46898,SHELL-SOUTHLAND FOOD MART,1975 NICHOLASVILLE RD,2,100,1/13/2014,,NO,7/8/1992,38.011831,-84.517088
46898,SHELL-SOUTHLAND FOOD MART,1975 NICHOLASVILLE RD,1,100,7/7/2014,,NO,7/8/1992,38.011831,-84.517088
43814,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,1,96,10/29/2013,   8  26,NO,2/20/1991,38.0361369,-84.509927
43814,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,1,93,4/9/2014,   1  19  26,NO,2/20/1991,38.0361369,-84.509927
43814,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,1,93,4/9/2014,   1  19  26,NO,2/20/1991,38.0361369,-84.509927
43814,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,2,97,4/9/2014,  19  26,NO,2/20/1991,38.0361369,-84.509927
32436,SHERATON FOUR POINTS CAFE,1938 STANTON WAY,1,78,9/5/2014,   1   4   5  15  22  23  28  29  30  31,YES,9/26/2013,38.101404,-84.482972
32436,SHERATON FOUR POINTS CAFE,1938 STANTON WAY,2,82,9/5/2014,   4   5  15  22  23  28  29  30  31,YES,9/26/2013,38.101404,-84.482972
32259,SHORT STREET CAFE,219 E SHORT ST,1,84,3/4/2014,  15  17  19  22  30  31  33,YES,8/19/2005,38.044942,-84.493467
32259,SHORT STREET CAFE,219 E SHORT ST,2,97,3/18/2014,  15  19  20,NO,8/19/2005,38.044942,-84.493467
88003,SHORTY'S MARKET,163 W SHORT STREET,1,100,1/3/2014,,NO,1/3/2014,38.0477621,-84.4968203
88003,SHORTY'S MARKET,163 W SHORT STREET,1,100,7/29/2014,,NO,1/3/2014,38.0477621,-84.4968203
